id_cliente,probabilidade_inadimplencia
100023,0.009192255362748862
100031,0.009308106014309628
100056,0.008994978674586401
100069,0.009845250102584926
100085,0.009164245582901435
100098,0.008341142697720029
100104,0.009266920194874156
100111,0.009164245582901435
100123,0.024275072885941166
100165,0.008848810115574132
100178,0.009308106014309628
100193,0.010255412401814335
100200,0.010008169124616944
100208,0.009411937117122432
100219,0.009164245582901435
100233,0.008994978674586401
100237,0.009276537070720134
100258,0.009175545907147222
100265,0.009240203209450903
100266,0.009308106014309628
100276,0.009164245582901435
100281,0.009308106014309628
100298,0.009417245942447888
100301,0.009240203209450903
100307,0.009417245942447888
100317,0.010123934157752987
100318,0.008845444766634179
100332,0.008848726493643176
100341,0.009382659721820933
100342,0.008845444766634179
100353,0.009382659721820933
100374,0.009417245942447888
100403,0.009164245582901435
100406,0.009270126359508947
100410,0.010628236254410056
100414,0.009164245582901435
100418,0.009276537070720134
100437,0.009266920194874156
100449,0.009864277103328965
100458,0.009266920194874156
100459,0.008341142697720029
100462,0.009175545907147222
100471,0.009417245942447888
100493,0.008994978674586401
100498,0.009417245942447888
100505,0.009553264248598311
100521,0.008341142697720029
100525,0.009175545907147222
100562,0.008341142697720029
100565,0.009270126359508947
100567,0.008341142697720029
100597,0.009308106014309628
100628,0.009175545907147222
100654,0.009164245582901435
100657,0.009270126359508947
100675,0.008848810115574132
100678,0.009164245582901435
100685,0.008994978674586401
100693,0.009549961101872164
100712,0.009417245942447888
100736,0.009270126359508947
100746,0.008341142697720029
100759,0.009417245942447888
100783,0.008341142697720029
100785,0.009266920194874156
100806,0.008994978674586401
100813,0.009175545907147222
100815,0.009270126359508947
100824,0.008341142697720029
100827,0.009240203209450903
100828,0.009164245582901435
100846,0.01002904207698344
100854,0.009411937117122432
100857,0.009455339432046172
100875,0.009164245582901435
100877,0.009382659721820933
100890,0.008994978674586401
100893,0.009549961101872164
100895,0.009417245942447888
100900,0.009549961101872164
100909,0.009308106014309628
100914,0.008848810115574132
100927,0.010123934157752987
100928,0.010628236254410056
100943,0.009417245942447888
100949,0.010628236254410056
100962,0.009276537070720134
100995,0.008994978674586401
101028,0.010628236254410056
101032,0.010255412401814335
101042,0.009549961101872164
101066,0.009240203209450903
101077,0.009417245942447888
101082,0.010628236254410056
101083,0.009164245582901435
101093,0.009240203209450903
101108,0.009164245582901435
101112,0.009417245942447888
101133,0.008845602432165228
101166,0.008341142697720029
101195,0.009266920194874156
101205,0.009192255362748862
101253,0.009270126359508947
101254,0.009164245582901435
101265,0.018235275202195426
101267,0.009270126359508947
101319,0.008845444766634179
101321,0.008341142697720029
101331,0.009240471461907245
101334,0.008848810115574132
101352,0.010628236254410056
101357,0.009266920194874156
101358,0.008341142697720029
101390,0.009266920194874156
101391,0.009164245582901435
101402,0.009192255362748862
101408,0.009417245942447888
101414,0.009308106014309628
101438,0.009240203209450903
101442,0.00990540884739065
101445,0.009240203209450903
101451,0.009549961101872164
101455,0.009240203209450903
101458,0.009240203209450903
101459,0.009553264248598311
101461,0.008848810115574132
